OrderNumber,LineNumber,Model
cumid60392,2,运动型头盔
cumid60392,3,自行车帽
cumid60441,1,竞速公路车
cumid60447,1,竞速公路车
cumid60447,2,运动水壶
cumid60447,3,公路车水壶架
cumid60448,1,竞速公路车
cumid60448,2,公路车水壶架
cumid60448,3,运动水壶
cumid60398,1,ml山地外胎
cumid60398,2,山地车内胎
cumid60398,3,修补工具
cumid60386,1,旅游车内胎
cumid60442,1,竞速公路车
cumid60440,1,竞速公路车
cumid60440,2,公路车水壶架
cumid60440,3,洗车喷剂
cumid60427,1,公路车350
cumid60427,2,运动型头盔
cumid60436,1,旅游型自行车(中)
cumid60436,2,长袖骑车衣
cumid60437,1,旅游型自行车(小)
cumid60437,2,运动型头盔
cumid60431,1,公路车550
cumid60431,2,ml公路外胎
cumid60431,3,修补工具
cumid60401,1,山地车内胎
cumid60401,2,山地车挡泥板
cumid60401,3,山地车水壶架
cumid60439,1,旅游型自行车(小)
cumid60412,1,旅游车内胎
cumid60412,2,运动型头盔
cumid60438,1,旅游型自行车(小)
cumid60438,2,旅游自行车外胎(通用)
cumid60438,3,旅游车内胎
cumid60438,4,运动型头盔
cumid60396,1,ll山地胎
cumid60396,2,修补工具
cumid60396,3,洗车喷剂
cumid60397,1,ll山地胎
cumid60397,2,山地车内胎
cumid60397,3,运动型头盔
cumid60397,4,半掌手套
cumid60425,1,旅游型自行车(中)
cumid60425,2,自行车帽
cumid60433,1,竞速公路车
cumid60433,2,运动型头盔
cumid60433,3,半掌手套
cumid60411,1,旅游车内胎
cumid60411,2,运动型头盔
cumid60411,3,长袖骑车衣
cumid60408,1,ll公路车外胎
cumid60408,2,修补工具
cumid60410,1,ll公路车外胎
cumid60423,1,旅游型自行车(大)
cumid60423,2,自行车帽
cumid60394,1,自行车帽
cumid60449,1,旅游型自行车(小)
cumid60449,2,自行车帽
cumid60449,3,运动型头盔
cumid60469,1,公路车内胎
cumid60469,2,长袖骑车衣
cumid60473,1,hl公路外胎
cumid60487,1,ll公路车外胎
cumid60487,2,公路车内胎
cumid60487,3,修补工具
cumid60518,1,旅游型自行车(小)
cumid60518,2,运动型头盔
cumid60454,1,山地英骑
cumid60454,2,山地车水壶架
cumid60478,1,Women's Mountain Shorts
cumid60458,1,洗车喷剂
cumid60492,1,山地英骑
cumid60492,2,运动水壶
cumid60492,3,山地车水壶架
cumid60492,4,自行车帽
cumid60496,1,山地英骑
cumid60496,2,山地车水壶架
cumid60496,3,运动水壶
cumid60496,4,水壶包
cumid60497,1,山地英骑
cumid60497,2,山地车水壶架
cumid60497,3,运动水壶
cumid60497,4,经典背心
cumid60508,1,自行车帽
cumid60508,2,旅游型自行车(小)
cumid60506,1,山地车500
cumid60490,1,长袖骑车衣
cumid60490,2,自行车帽
cumid60457,1,山地英骑
cumid60457,2,修补工具
cumid60455,1,山地英骑
cumid60455,2,运动型头盔
cumid60455,3,长袖骑车衣
cumid60456,1,山地英骑
cumid60460,1,山地车内胎
cumid60460,2,ll山地胎
cumid60460,3,运动型头盔
cumid60505,1,山地英骑
cumid60505,2,山地车挡泥板
cumid60505,3,修补工具
cumid60463,1,公路车内胎
cumid60463,2,修补工具
cumid60459,1,山地车内胎
cumid60459,2,ll山地胎
cumid60459,3,运动型头盔
cumid60517,1,旅游型自行车(小)
cumid60517,2,运动水壶
cumid60517,3,公路车水壶架
cumid60517,4,运动型头盔
cumid60517,5,长袖骑车衣
cumid60498,1,山地英骑
cumid60498,2,hl山地外胎
cumid60494,1,山地英骑
cumid60494,2,山地车内胎
cumid60494,3,hl山地外胎
cumid60494,4,运动型头盔
cumid60494,5,长袖骑车衣
cumid60495,1,山地英骑
cumid60495,2,山地车挡泥板
cumid60495,3,运动型头盔
cumid60467,1,山地车400
cumid60467,2,ml山地外胎
cumid60482,1,山地车挡泥板
cumid60453,1,山地英骑
cumid60453,2,山地车水壶架
cumid60453,3,运动水壶
cumid60453,4,运动型头盔
cumid60493,1,山地英骑
cumid60493,2,山地车挡泥板
cumid60493,3,山地车水壶架
cumid60493,4,运动水壶
cumid60483,1,山地车内胎
cumid60484,1,山地车挡泥板
cumid60484,2,运动水壶
cumid60484,3,山地车水壶架
cumid60484,4,半掌手套
cumid60481,1,山地车内胎
cumid60481,2,运动型头盔
cumid60475,1,山地车水壶架
cumid60465,1,短袖经典车衣
cumid60486,1,hl山地外胎
cumid60486,2,运动型头盔
cumid60488,1,旅游车内胎
cumid60488,2,长袖骑车衣
cumid60491,1,公路车350
cumid60491,2,公路车内胎
cumid60491,3,ml公路外胎
cumid60491,4,运动型头盔
cumid60468,1,山地车400
cumid60468,2,山地车内胎
cumid60468,3,ml山地外胎
cumid60468,4,运动型头盔
cumid60474,1,ml山地外胎
cumid60474,2,山地车内胎
cumid60464,1,修补工具
cumid60500,1,公路车350
cumid60477,1,Women's Mountain Shorts
cumid60477,2,长袖骑车衣
cumid60502,1,普通公路车
cumid60485,1,公路车内胎
cumid60485,2,ml公路外胎
cumid60485,3,竞速袜
cumid60501,1,普通公路车
cumid60501,2,hl公路外胎
cumid60501,3,公路车内胎
cumid60501,4,运动型头盔
cumid60513,1,公路车550
cumid60513,2,长袖骑车衣
cumid60514,1,公路车550
cumid60514,2,公路车内胎
cumid60514,3,ml公路外胎
cumid60479,1,Women's Mountain Shorts
cumid60479,2,短袖经典车衣
cumid60512,1,公路车550
cumid60509,1,竞速公路车
cumid60509,2,ll公路车外胎
cumid60461,1,Women's Mountain Shorts
cumid60461,2,自行车帽
cumid60511,1,竞速公路车
cumid60511,2,运动水壶
cumid60511,3,公路车水壶架
cumid60511,4,自行车帽
cumid60511,5,长袖骑车衣
cumid60476,1,山地车水壶架
cumid60476,2,运动水壶
cumid60476,3,水壶包
cumid60466,1,普通公路车
cumid60466,2,运动水壶
cumid60466,3,公路车水壶架
cumid60466,4,运动型头盔
cumid60466,5,半掌手套
cumid60466,6,长袖骑车衣
cumid60515,1,竞速公路车
cumid60480,1,山地车内胎
cumid60480,2,运动型头盔
cumid60510,1,竞速公路车
cumid60510,2,运动水壶
cumid60510,3,公路车水壶架
cumid60510,4,短袖经典车衣
cumid60504,1,公路车550
cumid60504,2,运动型头盔
cumid60472,1,公路车内胎
cumid60472,2,hl公路外胎
cumid60472,3,半掌手套
cumid60472,4,运动型头盔
cumid60462,1,山地车内胎
cumid60507,1,旅游型自行车(小)
cumid60507,2,自行车帽
cumid60489,1,旅游车内胎
cumid60489,2,运动型头盔
cumid60489,3,长袖骑车衣
cumid60489,4,半掌手套
cumid60516,1,竞速公路车
cumid60516,2,运动水壶
cumid60516,3,公路车水壶架
cumid60516,4,短袖经典车衣
cumid60499,1,旅游型自行车(大)
cumid60499,2,运动型头盔
cumid60503,1,竞速公路车
cumid60503,2,公路车水壶架
cumid60503,3,运动水壶
cumid60503,4,运动型头盔
cumid60471,1,公路车内胎
cumid60471,2,ll公路车外胎
cumid60471,3,运动型头盔
cumid60470,1,ll公路车外胎
cumid60470,2,公路车内胎
cumid60470,3,修补工具
cumid60531,1,修补工具
cumid60546,1,hl山地外胎
cumid60546,2,山地车内胎
cumid60553,1,山地车500
cumid60553,2,半掌手套
cumid60553,3,ll山地胎
cumid60522,1,故障栓钩
cumid60550,1,山地英骑
cumid60550,2,山地车水壶架
cumid60550,3,水壶包
cumid60550,4,洗车喷剂
cumid60561,1,旅游型自行车(小)
cumid60561,2,运动型头盔
cumid60551,1,山地英骑
cumid60551,2,山地车挡泥板
cumid60551,3,修补工具
cumid60521,1,山地英骑
cumid60521,2,山地车水壶架
cumid60521,3,运动水壶
cumid60521,4,运动型头盔
cumid60521,5,短袖经典车衣
cumid60560,1,旅游型自行车(小)
cumid60560,2,运动型头盔
cumid60535,1,运动水壶
cumid60535,2,山地车水壶架
cumid60535,3,短袖经典车衣
cumid60549,1,山地英骑
cumid60549,2,运动型头盔
cumid60526,1,长袖骑车衣
cumid60526,2,自行车帽
cumid60545,1,hl山地外胎
cumid60545,2,山地车内胎
cumid60520,1,山地英骑
cumid60530,1,山地车500
cumid60530,2,山地车挡泥板
cumid60530,3,洗车喷剂
cumid60548,1,山地英骑
cumid60548,2,山地车水壶架
cumid60524,1,ml公路外胎
cumid60524,2,修补工具
cumid60528,1,山地英骑
cumid60528,2,山地车水壶架
cumid60519,1,山地英骑
cumid60519,2,自行车帽
cumid60519,3,运动型头盔
cumid60523,1,ml公路外胎
cumid60523,2,修补工具
cumid60557,1,半掌手套
cumid60557,2,公路车350
cumid60539,1,运动水壶
cumid60539,2,半掌手套
cumid60539,3,水壶包
cumid60534,1,ml山地外胎
cumid60534,2,山地车内胎
cumid60534,3,运动型头盔
cumid60534,4,自行车帽
cumid60534,5,长袖骑车衣
cumid60547,1,山地车挡泥板
cumid60547,2,长袖骑车衣
cumid60527,1,自行车帽
cumid60556,1,公路车550
cumid60556,2,ml公路外胎
cumid60556,3,自行车帽
cumid60556,4,长袖骑车衣
cumid60537,1,Women's Mountain Shorts
cumid60536,1,山地车水壶架
cumid60536,2,运动水壶
cumid60536,3,运动型头盔
cumid60536,4,半掌手套
cumid60540,1,山地车挡泥板
cumid60540,2,水壶包
cumid60542,1,旅游自行车外胎(通用)
cumid60542,2,旅游车内胎
cumid60542,3,运动型头盔
cumid60542,4,自行车帽
cumid60538,1,山地车水壶架
cumid60538,2,运动水壶
cumid60538,3,短袖经典车衣
cumid60538,4,自行车帽
cumid60541,1,ml公路外胎
cumid60541,2,长袖骑车衣
cumid60555,1,公路车550
cumid60554,1,竞速公路车
cumid60554,2,竞速袜
cumid60525,1,旅游车内胎
cumid60525,2,洗车喷剂
cumid60533,1,ml山地外胎
cumid60552,1,公路车550
cumid60552,2,运动型头盔
cumid60552,3,竞速袜
cumid60532,1,hl公路外胎
cumid60532,2,运动型头盔
cumid60529,1,公路车350
cumid60529,2,长袖骑车衣
cumid60544,1,旅游车内胎
cumid60544,2,运动型头盔
cumid60559,1,竞速公路车
cumid60559,2,运动水壶
cumid60559,3,公路车水壶架
cumid60558,1,竞速公路车
cumid60558,2,运动水壶
cumid60558,3,公路车水壶架
cumid60558,4,运动型头盔
cumid60543,1,公路车内胎
cumid60543,2,运动型头盔
cumid60628,1,旅游型自行车(小)
cumid60629,1,旅游型自行车(小)
cumid60629,2,公路车水壶架
cumid60612,1,旅游型自行车(小)
cumid60612,2,运动型头盔
cumid60565,1,半掌手套
cumid60565,2,长袖骑车衣
cumid60613,1,旅游型自行车(小)
cumid60613,2,运动型头盔
cumid60613,3,短袖经典车衣
cumid60613,4,自行车帽
cumid60630,1,旅游型自行车(小)
cumid60630,2,短袖经典车衣
cumid60585,1,Women's Mountain Shorts
cumid60585,2,长袖骑车衣
cumid60580,1,ml山地外胎
cumid60576,1,短袖经典车衣
cumid60576,2,自行车帽
cumid60577,1,ml公路外胎
cumid60577,2,公路车内胎
cumid60577,3,运动型头盔
cumid60575,1,运动型头盔
cumid60575,2,经典背心
cumid60601,1,hl山地外胎
cumid60601,2,山地车内胎
cumid60601,3,山地车挡泥板
cumid60601,4,山地车水壶架
cumid60601,5,运动水壶
cumid60563,1,自行车帽
cumid60564,1,长袖骑车衣
cumid60614,1,山地英骑
cumid60614,2,水壶包
cumid60602,1,山地车挡泥板
cumid60602,2,运动型头盔
cumid60625,1,旅游型自行车(小)
cumid60625,2,运动水壶
cumid60625,3,公路车水壶架
cumid60625,4,半掌手套
cumid60569,1,故障栓钩
cumid60574,1,山地车400
cumid60574,2,山地车挡泥板
cumid60574,3,运动型头盔
cumid60605,1,山地英骑
cumid60605,2,山地车挡泥板
cumid60562,1,山地英骑
cumid60562,2,运动水壶
cumid60562,3,山地车水壶架
cumid60562,4,运动型头盔
cumid60604,1,山地英骑
cumid60604,2,hl山地外胎
cumid60604,3,修补工具
cumid60604,4,洗车喷剂
cumid60594,1,山地车挡泥板
cumid60594,2,短袖经典车衣
cumid60603,1,山地车400
cumid60603,2,洗车喷剂
cumid60618,1,公路车550
cumid60593,1,山地车内胎
cumid60593,2,运动型头盔
cumid60583,1,山地车水壶架
cumid60567,1,公路车内胎
cumid60567,2,ml公路外胎
cumid60567,3,修补工具
cumid60624,1,旅游型自行车(小)
cumid60624,2,运动水壶
cumid60624,3,公路车水壶架
cumid60624,4,短袖经典车衣
cumid60610,1,公路车550
cumid60596,1,ll山地胎
cumid60596,2,山地车内胎
cumid60596,3,山地车挡泥板
cumid60596,4,运动型头盔
cumid60609,1,普通公路车
cumid60609,2,公路车水壶架
cumid60588,1,运动水壶
cumid60589,1,运动水壶
cumid60589,2,自行车帽
cumid60606,1,旅游型自行车(大)
cumid60606,2,运动型头盔
cumid60591,1,Women's Mountain Shorts
cumid60591,2,自行车帽
cumid60590,1,Women's Mountain Shorts
cumid60590,2,短袖经典车衣
cumid60621,1,公路车550
cumid60621,2,公路车内胎
cumid60621,3,ml公路外胎
cumid60621,4,修补工具
cumid60581,1,ml山地外胎
cumid60581,2,山地车内胎
cumid60581,3,运动型头盔
cumid60581,4,半掌手套
cumid60586,1,Women's Mountain Shorts
cumid60619,1,公路车550
cumid60619,2,长袖骑车衣
cumid60572,1,公路车350
cumid60572,2,自行车帽
cumid60572,3,运动型头盔
cumid60599,1,公路车内胎
cumid60599,2,运动型头盔
cumid60584,1,运动水壶
cumid60584,2,山地车水壶架
cumid60584,3,自行车帽
cumid60582,1,山地车水壶架
cumid60582,2,运动水壶
cumid60582,3,长袖骑车衣
cumid60582,4,自行车帽
cumid60570,1,公路车350
cumid60570,2,运动型头盔
cumid60617,1,竞速公路车
cumid60617,2,ll公路车外胎
cumid60617,3,修补工具
cumid60617,4,洗车喷剂
cumid60622,1,竞速公路车
cumid60622,2,ll公路车外胎
cumid60622,3,修补工具
cumid60616,1,竞速公路车
cumid60607,1,公路车350
cumid60608,1,公路车350
cumid60573,1,山地车500
cumid60573,2,ll山地胎
cumid60573,3,山地车内胎
cumid60573,4,修补工具
cumid60620,1,公路车550
cumid60579,1,hl公路外胎
cumid60597,1,ll公路车外胎
cumid60597,2,修补工具
cumid60571,1,公路车350
cumid60571,2,运动水壶
cumid60571,3,公路车水壶架
cumid60587,1,运动水壶
cumid60598,1,公路车内胎
cumid60600,1,旅游车内胎
cumid60600,2,水壶包
cumid60595,1,山地车内胎
cumid60595,2,山地车挡泥板
cumid60595,3,长袖骑车衣
cumid60568,1,Women's Mountain Shorts
cumid60578,1,旅游自行车外胎(通用)
cumid60578,2,旅游车内胎
cumid60578,3,公路车水壶架
cumid60578,4,运动水壶
cumid60623,1,竞速公路车
cumid60623,2,公路车水壶架
cumid60623,3,运动水壶
cumid60592,1,山地车内胎
cumid60592,2,修补工具
cumid60592,3,万能自行车座
cumid60611,1,竞速公路车
cumid60611,2,公路车水壶架
cumid60611,3,洗车喷剂
cumid60626,1,旅游型自行车(小)
cumid60626,2,运动水壶
cumid60626,3,公路车水壶架
cumid60566,1,运动型头盔
cumid60615,1,旅游型自行车(大)
cumid60615,2,运动型头盔
cumid60627,1,旅游型自行车(大)
cumid60627,2,公路车水壶架
cumid60627,3,运动水壶
cumid60627,4,运动型头盔
cumid60627,5,半掌手套
cumid60652,1,修补工具
cumid60638,1,运动型头盔
cumid60638,2,半掌手套
cumid60671,1,hl山地外胎
cumid60671,2,山地车内胎
cumid60671,3,修补工具
cumid60635,1,自行车帽
cumid60682,1,山地英骑
cumid60682,2,山地车水壶架
cumid60682,3,运动水壶
cumid60682,4,修补工具
cumid60673,1,hl山地外胎
cumid60673,2,山地车挡泥板
cumid60675,1,hl山地外胎
cumid60675,2,山地车内胎
cumid60675,3,山地车挡泥板
cumid60675,4,运动型头盔
cumid60634,1,山地英骑
cumid60634,2,山地车水壶架
cumid60678,1,长袖骑车衣
cumid60670,1,旅游车内胎
cumid60670,2,运动型头盔
cumid60636,1,自行车帽
cumid60640,1,ll山地胎
cumid60639,1,ll山地胎
cumid60639,2,修补工具
cumid60632,1,山地英骑
cumid60632,2,山地车水壶架
cumid60672,1,hl山地外胎
cumid60672,2,山地车内胎
cumid60672,3,运动型头盔
cumid60672,4,半掌手套
cumid60665,1,hl山地外胎
cumid60680,1,山地英骑
cumid60680,2,山地车挡泥板
cumid60680,3,山地车水壶架
cumid60680,4,运动水壶
cumid60681,1,山地英骑
cumid60631,1,山地英骑
cumid60631,2,运动型头盔
cumid60631,3,自行车帽
cumid60674,1,山地车内胎
cumid60674,2,hl山地外胎
cumid60674,3,修补工具
cumid60674,4,洗车喷剂
cumid60637,1,ml公路外胎
cumid60637,2,公路车内胎
cumid60637,3,修补工具
cumid60659,1,山地车水壶架
cumid60659,2,运动水壶
cumid60659,3,修补工具
cumid60633,1,山地英骑
cumid60633,2,山地车水壶架
cumid60633,3,运动水壶
cumid60633,4,运动型头盔
cumid60664,1,山地车挡泥板
cumid60664,2,水壶包
cumid60664,3,半掌手套
cumid60663,1,ll山地胎
cumid60663,2,山地车内胎
cumid60663,3,修补工具
cumid60648,1,山地车水壶架
cumid60648,2,运动水壶
cumid60662,1,山地车挡泥板
cumid60662,2,山地车水壶架
cumid60662,3,运动水壶
cumid60662,4,运动型头盔
cumid60662,5,半掌手套
cumid60661,1,山地车内胎
cumid60661,2,运动型头盔
cumid60641,1,公路车内胎
cumid60641,2,ml公路外胎
cumid60646,1,公路车内胎
cumid60646,2,修补工具
cumid60646,3,洗车喷剂
cumid60676,1,山地车挡泥板
cumid60676,2,修补工具
cumid60653,1,hl公路外胎
cumid60695,1,公路车350
cumid60695,2,ml公路外胎
cumid60695,3,长袖骑车衣
cumid60695,4,自行车帽
cumid60677,1,山地车挡泥板
cumid60677,2,修补工具
cumid60677,3,洗车喷剂
cumid60692,1,竞速公路车
cumid60692,2,ll公路车外胎
cumid60692,3,公路车内胎
cumid60692,4,运动型头盔
cumid60692,5,半掌手套
cumid60649,1,公路车350
cumid60649,2,短袖经典车衣
cumid60650,1,山地车500
cumid60650,2,山地车水壶架
cumid60650,3,运动水壶
cumid60650,4,运动型头盔
cumid60651,1,山地车500
cumid60651,2,山地车挡泥板
cumid60651,3,山地车水壶架
cumid60651,4,运动水壶
cumid60651,5,短袖经典车衣
cumid60651,6,半掌手套
cumid60667,1,公路车内胎
cumid60667,2,ml公路外胎
cumid60667,3,运动型头盔
cumid60642,1,山地车挡泥板
cumid60694,1,公路车550
cumid60694,2,公路车内胎
cumid60694,3,ml公路外胎
cumid60694,4,运动型头盔
cumid60668,1,公路车内胎
cumid60668,2,运动型头盔
cumid60679,1,山地车500
cumid60679,2,ll山地胎
cumid60679,3,山地车内胎
cumid60679,4,修补工具
cumid60679,5,万能自行车座
cumid60683,1,普通公路车
cumid60643,1,ll公路车外胎
cumid60643,2,自行车帽
cumid60686,1,普通公路车
cumid60686,2,运动水壶
cumid60686,3,公路车水壶架
cumid60686,4,水壶包
cumid60685,1,普通公路车
cumid60685,2,hl公路外胎
cumid60696,1,公路车350
cumid60696,2,短袖经典车衣
cumid60658,1,运动水壶
cumid60658,2,山地车水壶架
cumid60658,3,洗车喷剂
cumid60645,1,Women's Mountain Shorts
cumid60693,1,竞速公路车
cumid60693,2,公路车内胎
cumid60693,3,ll公路车外胎
cumid60693,4,运动型头盔
cumid60693,5,长袖骑车衣
cumid60660,1,山地车内胎
cumid60660,2,运动型头盔
cumid60657,1,山地车水壶架
cumid60657,2,运动水壶
cumid60684,1,公路车350
cumid60684,2,长袖骑车衣
cumid60684,3,半掌手套
cumid60669,1,旅游自行车外胎(通用)
cumid60669,2,旅游车内胎
cumid60669,3,运动型头盔
cumid60656,1,ml山地外胎
cumid60655,1,公路车内胎
cumid60655,2,hl公路外胎
